participant_id,group,E0,E_week24,E_week52,lambda_est,gamma_initial,gamma_week52,gamma_slope_per_week,K_est,circular_behavior_week24,circular_behavior_week52,replaced_by_week52
S3_00242,High_E_LT,0.8234,0.6417,0.4881,0.01,0.0491,0.0,-0.005697,0.1,1,1,0
S3_00243,High_E_LT,0.8929,0.5678,0.6281,0.05,0.038,0.1,0.015194,0.3614,1,1,0
S3_00244,High_E_LT,0.5851,0.6821,0.7212,0.0373,0.0589,0.1,0.017123,0.3115,1,1,0
S3_00245,Control_LT,0.5301,0.01,0.021,0.0783,0.0063,0.0,-0.001341,0.3944,0,0,0
S3_00246,Control_LT,0.4152,0.4018,0.3368,0.0906,0.007,0.1,0.038201,0.345,0,0,0
S3_00247,Control_LT,0.2931,0.6146,0.6802,0.0411,0.0056,0.1,0.0168,0.2375,1,1,0
S3_00248,Control_LT,0.438,0.1166,0.1436,0.0691,0.0003,0.08858,0.001697,0.3316,0,0,0
S3_00249,High_E_LT,0.5246,0.6274,0.6561,0.04,0.0337,0.1,0.035049,0.4344,1,1,0
S3_00250,Control_LT,0.5045,0.4746,0.4619,0.07,0.0067,0.1,0.021886,0.3672,1,1,0
S3_00251,Control_LT,0.3457,0.2845,0.4323,0.0697,0.0,0.1,0.004494,0.401,0,0,0
S3_00252,High_E_LT,0.5431,0.2697,0.1834,0.0297,0.0401,0.0,-0.009366,0.3289,0,1,1
S3_00253,High_E_LT,0.8423,0.6059,0.6588,0.0459,0.0313,0.1,0.003067,0.2383,1,1,0
S3_00254,High_E_LT,0.7064,0.2969,0.0812,0.0472,0.0275,0.0,-0.002511,0.467,0,0,0
S3_00255,High_E_LT,0.7557,0.4118,0.2038,0.0252,0.0351,0.0,-0.051866,0.3141,1,1,0
S3_00256,High_E_LT,0.6954,0.2889,0.0276,0.0332,0.0244,0.0,-0.010577,0.42,0,0,0
S3_00257,High_E_LT,0.727,0.3921,0.1514,0.0262,0.052,0.0,-0.0176,0.2105,0,1,0
S3_00258,Control_LT,0.523,0.4465,0.42,0.0825,0.0064,0.1,0.023525,0.3322,1,1,0
S3_00259,Control_LT,0.4985,0.0363,0.054,0.083,0.0037,0.0,-0.042214,0.3461,0,0,0
S3_00260,Control_LT,0.6451,0.068,0.01,0.0811,0.0037,0.0,-0.008804,0.3524,0,0,0
S3_00261,High_E_LT,0.8195,0.7516,0.7133,0.0267,0.0354,0.1,0.011331,0.3403,1,1,0
S3_00262,Control_LT,0.5157,0.0595,0.01,0.0807,0.007,0.0,-0.001112,0.5031,0,0,0
S3_00263,High_E_LT,0.8105,0.3177,0.0479,0.0417,0.0553,0.0,-0.033192,0.2923,1,0,0
S3_00264,High_E_LT,0.8299,0.2782,0.0793,0.0406,0.055,0.0,-0.054073,0.3718,0,0,0
S3_00265,Control_LT,0.3891,0.2855,0.3703,0.0798,0.0063,0.1,0.027278,0.3855,0,0,0
S3_00266,Control_LT,0.5019,0.01,0.0202,0.0961,0.0018,0.0,-0.021979,0.322,0,0,1
S3_00267,Control_LT,0.5297,0.072,0.03,0.1066,0.0036,0.08936,0.001649,0.4127,0,0,0
S3_00268,High_E_LT,0.7135,0.1285,0.0263,0.0583,0.0456,0.0,-0.01333,0.359,0,0,0
S3_00269,High_E_LT,0.7853,0.403,0.2014,0.0272,0.0402,0.0,-0.037508,0.3177,1,1,1
S3_00270,High_E_LT,0.7126,0.509,0.3263,0.0374,0.037,0.02582,-0.000214,0.3504,0,1,0
S3_00271,High_E_LT,0.7155,0.6906,0.7675,0.0292,0.0404,0.1,0.060484,0.4623,1,1,0
S3_00272,High_E_LT,0.5836,0.6168,0.6308,0.0415,0.0445,0.1,0.004074,0.4092,1,1,0
S3_00273,High_E_LT,0.7138,0.3371,0.0799,0.0373,0.0516,0.0,-0.03474,0.2871,0,0,1
S3_00274,Control_LT,0.2452,0.0199,0.0418,0.0764,0.0051,0.0,-0.002712,0.2649,0,0,0
S3_00275,Control_LT,0.4301,0.0273,0.0179,0.0892,0.0085,0.0,-0.002418,0.4284,0,0,0
S3_00276,Control_LT,0.3105,0.01,0.0159,0.0988,0.0063,0.0,-0.022686,0.3221,0,0,1
S3_00277,High_E_LT,0.8366,0.4896,0.2242,0.029,0.0548,0.0,-0.008644,0.3777,0,0,0
S3_00278,High_E_LT,0.9007,0.4239,0.2056,0.0349,0.0267,0.0,-0.048602,0.3293,0,0,1
S3_00279,High_E_LT,0.9293,0.6012,0.6249,0.0409,0.0421,0.1,0.003462,0.3834,1,1,0
S3_00280,High_E_LT,0.8252,0.7691,0.7599,0.0264,0.0405,0.1,0.030456,0.3022,1,1,0
S3_00281,High_E_LT,0.7574,0.5637,0.5743,0.049,0.0311,0.1,0.03387,0.3474,0,1,0
S3_00282,High_E_LT,0.7161,0.7647,0.748,0.0261,0.0334,0.1,0.020277,0.3835,1,0,0
S3_00283,High_E_LT,0.7006,0.6554,0.6394,0.0392,0.0477,0.1,0.044137,0.3353,1,1,0
S3_00284,High_E_LT,0.7783,0.3674,0.1694,0.0325,0.0326,0.0,-0.004738,0.2381,1,1,0
S3_00285,Control_LT,0.2133,0.0403,0.034,0.0876,0.0059,0.0,-0.039348,0.2818,0,0,0
S3_00286,High_E_LT,0.5755,0.6358,0.6384,0.0414,0.0301,0.1,0.0427,0.3606,1,1,0
S3_00287,High_E_LT,0.828,0.4443,0.3172,0.0284,0.052,0.0,-0.011409,0.255,0,0,0
S3_00288,Control_LT,0.3314,0.4886,0.4867,0.0823,0.0051,0.1,0.006359,0.225,1,0,0
S3_00289,High_E_LT,0.6212,0.659,0.6053,0.0457,0.0636,0.1,0.013674,0.3121,1,1,0
S3_00290,High_E_LT,0.687,0.6395,0.6539,0.05,0.047,0.1,0.016533,0.2319,1,1,0
S3_00291,Control_LT,0.549,0.2992,0.3654,0.0868,0.0114,0.1,0.003881,0.3428,0,0,0
S3_00292,High_E_LT,0.6334,0.7374,0.7846,0.0194,0.0643,0.1,0.026318,0.4495,1,1,0
S3_00293,Control_LT,0.4477,0.0536,0.043,0.09,0.0036,0.0,-0.033181,0.2856,0,1,0
S3_00294,Control_LT,0.5009,0.0358,0.0361,0.114,0.0046,0.0,-0.008858,0.4076,0,0,0
S3_00295,Control_LT,0.6052,0.3731,0.3654,0.0789,0.0168,0.1,0.023061,0.3874,1,0,0
S3_00296,High_E_LT,0.6339,0.2025,0.0552,0.0508,0.0357,0.0,-0.005244,0.2805,1,0,0
S3_00297,High_E_LT,0.6633,0.2201,0.1156,0.0313,0.0394,0.0,-0.027504,0.3344,0,0,0
S3_00298,High_E_LT,0.7835,0.5611,0.6075,0.0422,0.0533,0.1,0.026493,0.4876,1,1,0
S3_00299,High_E_LT,0.675,0.5544,0.5863,0.0388,0.0593,0.1,0.020928,0.4878,1,0,0
S3_00300,Control_LT,0.591,0.0551,0.017,0.095,0.0023,0.0,-0.002797,0.418,0,0,0
S3_00301,High_E_LT,0.7497,0.2802,0.1119,0.0405,0.0396,0.0,-0.034095,0.43,0,0,0
S3_00302,High_E_LT,0.9588,0.3614,0.0946,0.0458,0.053,0.0,-0.001956,0.4072,1,0,0
S3_00303,High_E_LT,0.7551,0.2593,0.0643,0.0474,0.0477,0.0,-0.04242,0.2081,1,0,0
S3_00304,High_E_LT,0.8007,0.354,0.1093,0.0328,0.0633,0.0,-0.026295,0.5413,1,0,0
S3_00305,High_E_LT,0.8535,0.367,0.0923,0.0368,0.0448,0.0,-0.029352,0.3755,1,0,0
S3_00306,High_E_LT,0.766,0.6738,0.6159,0.0415,0.0607,0.1,0.010009,0.4641,0,0,0
S3_00307,Control_LT,0.4195,0.0241,0.0323,0.1148,0.0015,0.03913,0.000723,0.3638,0,0,1
S3_00308,High_E_LT,0.6274,0.6376,0.6899,0.0444,0.044,0.1,0.006208,0.3122,1,1,0
S3_00309,Control_LT,0.4694,0.0927,0.0289,0.0834,0.0082,0.0,-0.012286,0.3544,0,0,0
S3_00310,Control_LT,0.4479,0.0201,0.0103,0.0966,0.0029,0.0,-0.013759,0.3071,0,0,0
S3_00311,High_E_LT,0.7258,0.6925,0.7056,0.0331,0.0306,0.1,0.027308,0.3099,1,1,0
S3_00312,High_E_LT,0.8256,0.4052,0.183,0.0355,0.0374,0.0,-0.015758,0.2824,0,0,0
S3_00313,High_E_LT,0.6264,0.6052,0.6433,0.0406,0.041,0.1,0.013487,0.5021,1,1,0
S3_00314,Control_LT,0.4921,0.3775,0.4256,0.076,0.0049,0.1,0.021653,0.388,0,1,0
S3_00315,High_E_LT,0.7911,0.1627,0.0451,0.0648,0.0453,0.0,-0.018171,0.2591,0,0,0
S3_00316,Control_LT,0.4334,0.4318,0.4552,0.0713,0.0085,0.1,0.012652,0.3258,0,1,0
S3_00317,Control_LT,0.3503,0.0405,0.0246,0.0928,0.0,0.0,-0.04015,0.4072,0,0,0
S3_00318,High_E_LT,0.551,0.1369,0.0558,0.0473,0.0358,0.0,-0.026576,0.191,0,0,0
S3_00319,Control_LT,0.5625,0.1024,0.01,0.0726,0.0055,0.0,-0.030321,0.524,0,0,0
S3_00320,High_E_LT,0.9325,0.3899,0.1361,0.038,0.0428,0.0,-0.055272,0.1467,0,1,0
S3_00321,High_E_LT,0.5072,0.1745,0.0184,0.0397,0.0329,0.0,-0.03955,0.4422,0,0,1
S3_00322,Control_LT,0.5778,0.4246,0.3121,0.0719,0.0047,0.1,0.028415,0.4316,1,0,0
S3_00323,High_E_LT,0.6482,0.2171,0.0418,0.0428,0.0378,0.0,-0.03287,0.2865,0,0,0
S3_00324,Control_LT,0.4466,0.0385,0.029,0.0668,0.0044,0.0,-0.008277,0.3732,0,0,0
S3_00325,Control_LT,0.5256,0.0541,0.0627,0.0623,0.0,0.0,-0.012505,0.2959,0,0,1
S3_00326,Control_LT,0.6048,0.4465,0.479,0.0656,0.0035,0.1,0.050283,0.4131,0,1,0
S3_00327,Control_LT,0.3211,0.0521,0.0406,0.0679,0.0063,0.0,-0.001807,0.2081,0,0,0
S3_00328,High_E_LT,0.7605,0.6391,0.7001,0.0415,0.0429,0.1,0.055423,0.393,1,1,0
S3_00329,Control_LT,0.6872,0.1277,0.0513,0.0849,0.0041,0.0,-0.0068,0.4494,0,0,1
S3_00330,High_E_LT,0.8058,0.3063,0.0704,0.0408,0.0387,0.0,-0.029942,0.2455,0,1,0
S3_00331,High_E_LT,0.7923,0.5818,0.5508,0.0437,0.0458,0.1,0.014009,0.479,0,1,0
S3_00332,High_E_LT,0.9396,0.3572,0.1405,0.039,0.034,0.0,-0.007628,0.3008,1,0,0
S3_00333,Control_LT,0.6723,0.406,0.3855,0.0649,0.0043,0.1,0.009459,0.4824,1,0,0
S3_00334,High_E_LT,0.9537,0.3748,0.14,0.0391,0.0466,0.0,-0.033192,0.4414,0,1,1
S3_00335,High_E_LT,0.7329,0.725,0.7369,0.0272,0.0507,0.1,0.026173,0.3385,1,1,0
S3_00336,High_E_LT,0.6614,0.1024,0.0127,0.0558,0.0162,0.0,-0.016515,0.2713,0,0,0
S3_00337,High_E_LT,0.6407,0.3003,0.0817,0.0378,0.0538,0.0,-0.027626,0.3804,0,1,0
S3_00338,High_E_LT,0.7528,0.2436,0.0772,0.0363,0.0316,0.0,-0.004122,0.4627,0,0,0
S3_00339,Control_LT,0.5138,0.4526,0.4832,0.0916,0.0002,0.1,0.020863,0.2314,0,0,0
S3_00340,High_E_LT,0.8276,0.278,0.0557,0.0473,0.0399,0.0,-0.023392,0.5076,0,0,0
S3_00341,Control_LT,0.4387,0.0527,0.019,0.0907,0.0041,0.0,-0.00319,0.3606,0,0,1
S3_00342,High_E_LT,0.6511,0.6447,0.6699,0.0486,0.04,0.1,0.032645,0.3037,1,1,0
S3_00343,High_E_LT,0.6747,0.1553,0.0634,0.0516,0.0316,0.0,-0.02239,0.2786,0,0,1
S3_00344,High_E_LT,0.7712,0.5631,0.5484,0.0522,0.0524,0.1,0.043751,0.4603,1,1,0
S3_00345,High_E_LT,0.828,0.6212,0.5795,0.053,0.0577,0.1,0.014932,0.2729,0,1,0
S3_00346,High_E_LT,0.6709,0.3509,0.1231,0.0318,0.0386,0.0,-0.026178,0.3173,0,0,0
S3_00347,High_E_LT,0.6107,0.2675,0.1866,0.0234,0.0299,0.0,-0.006376,0.4349,0,0,0
S3_00348,High_E_LT,0.6126,0.6974,0.7059,0.036,0.0498,0.1,0.055967,0.2596,1,1,0
S3_00349,Control_LT,0.6803,0.0554,0.01,0.0904,0.0065,0.0,-0.024346,0.3354,0,0,1
S3_00350,Control_LT,0.532,0.3847,0.4385,0.0935,0.0,0.1,0.007949,0.2604,0,1,0
S3_00351,High_E_LT,0.671,0.5177,0.5829,0.0631,0.015,0.1,0.010043,0.2936,1,1,0
S3_00352,Control_LT,0.5725,0.0957,0.0348,0.0732,0.0007,0.0,-0.000542,0.307,0,0,0
S3_00353,High_E_LT,0.7966,0.2459,0.037,0.0505,0.0651,0.0,-0.023959,0.389,0,0,0
S3_00354,High_E_LT,0.6637,0.5803,0.6163,0.0432,0.048,0.1,0.014068,0.4011,1,1,0
S3_00355,High_E_LT,0.7764,0.1825,0.0249,0.0543,0.0465,0.0,-0.010332,0.31,0,0,0
S3_00356,Control_LT,0.5531,0.2507,0.2731,0.0874,0.0013,0.1,0.004185,0.3474,0,0,0
S3_00357,Control_LT,0.6265,0.4498,0.4798,0.0948,0.0,0.1,0.011118,0.2708,1,1,0
S3_00358,High_E_LT,0.7285,0.5954,0.5903,0.0481,0.0489,0.1,0.004065,0.3597,1,1,0
S3_00359,High_E_LT,0.6741,0.3217,0.0579,0.0416,0.0311,0.0,-0.015198,0.3399,1,0,0
S3_00360,High_E_LT,0.7637,0.3778,0.1341,0.0356,0.0452,0.0,-0.008929,0.356,1,1,0
S3_00361,Control_LT,0.5788,0.0481,0.01,0.0859,0.0024,0.0,-0.002034,0.4024,0,0,0
S3_00362,High_E_LT,0.8014,0.6509,0.6432,0.0468,0.0249,0.1,0.055852,0.2618,1,1,0
S3_00363,Control_LT,0.3099,0.0402,0.0312,0.0865,0.0031,0.0,-0.033722,0.1293,0,0,1
S3_00364,Control_LT,0.5811,0.0124,0.0231,0.0977,0.0068,0.0,-0.024206,0.5198,0,0,0
S3_00365,Control_LT,0.5768,0.0272,0.01,0.0861,0.0097,0.0,-0.023189,0.3591,0,0,0
S3_00366,Control_LT,0.5181,0.019,0.0227,0.1148,0.006,0.0,-0.014966,0.3745,0,0,1
S3_00367,Control_LT,0.3965,0.1779,0.09,0.0854,0.0024,0.1,0.004367,0.3973,0,0,0
S3_00368,High_E_LT,0.7346,0.6505,0.6642,0.0382,0.0525,0.1,0.035321,0.4015,1,1,0
S3_00369,Control_LT,0.6591,0.1081,0.01,0.0967,0.0083,0.0,-0.025628,0.3582,0,0,0
S3_00370,High_E_LT,0.8033,0.3555,0.1138,0.0353,0.0415,0.0,-0.001687,0.4211,1,0,0
S3_00371,High_E_LT,0.8591,0.5615,0.5583,0.0541,0.0546,0.1,0.027012,0.3944,0,1,0
S3_00372,Control_LT,0.604,0.4639,0.4778,0.0791,0.0073,0.1,0.036834,0.3105,1,0,0
S3_00373,Control_LT,0.4835,0.0401,0.0283,0.1058,0.009,0.0,-0.014162,0.4288,0,0,0
S3_00374,Control_LT,0.3897,0.0615,0.01,0.0832,0.0115,0.0,-0.00284,0.4097,0,0,0
S3_00375,High_E_LT,0.8182,0.2056,0.01,0.0518,0.0471,0.0,-0.03608,0.3996,0,0,1
S3_00376,High_E_LT,0.5363,0.4003,0.307,0.0435,0.035,0.04236,0.000142,0.3409,0,0,0
S3_00377,Control_LT,0.2751,0.2298,0.4634,0.0727,0.0072,0.1,0.003995,0.3012,0,0,0
S3_00378,Control_LT,0.493,0.4415,0.4942,0.072,0.0,0.1,0.016229,0.3558,1,0,0
S3_00379,High_E_LT,0.718,0.6201,0.585,0.0486,0.0351,0.1,0.048641,0.395,1,1,0
S3_00380,Control_LT,0.5333,0.0933,0.0267,0.0671,0.0075,0.0,-0.035193,0.2853,0,0,1
S3_00381,Control_LT,0.351,0.4402,0.503,0.0656,0.0119,0.1,0.027134,0.377,0,0,0
S3_00382,High_E_LT,0.6871,0.6525,0.6345,0.0423,0.0554,0.1,0.005733,0.4116,1,0,0
S3_00383,Control_LT,0.5622,0.1367,0.0254,0.0613,0.0077,0.0,-0.047846,0.3631,0,0,0
S3_00384,High_E_LT,0.6566,0.712,0.725,0.0299,0.0332,0.1,0.030246,0.2715,1,1,0
S3_00385,High_E_LT,0.7365,0.6808,0.6902,0.0406,0.0456,0.1,0.049175,0.2783,1,1,0
S3_00386,Control_LT,0.5239,0.054,0.01,0.0918,0.0122,0.0,-0.017689,0.3267,1,0,0
S3_00387,Control_LT,0.6095,0.0552,0.0241,0.1042,0.0026,0.0,-0.009688,0.4199,1,1,0
S3_00388,High_E_LT,0.8107,0.2726,0.0624,0.0383,0.0368,0.0,-0.030073,0.3845,0,0,0
S3_00389,High_E_LT,0.8623,0.2759,0.0162,0.0516,0.0462,0.0,-0.040062,0.3864,0,0,0
S3_00390,High_E_LT,0.728,0.2375,0.1352,0.0486,0.0218,0.0,-0.002074,0.4019,0,0,0
S3_00391,Control_LT,0.3354,0.105,0.01,0.0676,0.0101,0.1,0.002125,0.3613,0,0,0
S3_00392,High_E_LT,0.865,0.3417,0.0834,0.0447,0.0517,0.0,-0.003649,0.3193,0,0,0
S3_00393,High_E_LT,0.6847,0.7734,0.8283,0.0205,0.0406,0.1,0.021834,0.2775,1,1,0
S3_00394,High_E_LT,0.7348,0.1252,0.084,0.0568,0.0454,0.0,-0.008232,0.2911,0,0,0
S3_00395,High_E_LT,0.7882,0.2635,0.1032,0.0388,0.0464,0.0,-0.014241,0.3224,0,0,0
S3_00396,High_E_LT,0.7204,0.2734,0.0374,0.0387,0.0601,0.0,-0.048071,0.4801,0,0,0
S3_00397,Control_LT,0.7331,0.0277,0.0325,0.1077,0.0081,0.0,-0.013735,0.2105,0,0,0
S3_00398,High_E_LT,0.7077,0.1862,0.01,0.0455,0.0635,0.0,-0.041263,0.3832,0,0,0
S3_00399,High_E_LT,0.6312,0.6261,0.6318,0.0542,0.0295,0.1,0.023113,0.2047,1,1,0
S3_00400,High_E_LT,0.9268,0.38,0.2043,0.0376,0.0265,0.0,-0.025794,0.4845,1,0,0
S3_00401,High_E_LT,0.7299,0.2409,0.0618,0.0533,0.049,0.0,-0.056071,0.3652,0,0,0
S3_00402,Control_LT,0.4355,0.4702,0.5303,0.0704,0.0063,0.1,0.031934,0.2775,1,1,0
S3_00403,High_E_LT,0.8356,0.8472,0.7998,0.0202,0.0413,0.1,0.015287,0.3092,1,1,0
S3_00404,High_E_LT,0.7151,0.7022,0.6705,0.0421,0.0454,0.1,0.012945,0.2952,0,1,0
S3_00405,Control_LT,0.4586,0.0353,0.0263,0.1094,0.0018,0.0,-0.02171,0.352,0,1,0
S3_00406,High_E_LT,0.8544,0.3315,0.056,0.0412,0.0374,0.0,-0.003885,0.3724,0,0,0
S3_00407,High_E_LT,0.8582,0.7222,0.6761,0.0391,0.0518,0.1,0.024523,0.3181,1,1,0
S3_00408,High_E_LT,0.7033,0.2643,0.1032,0.0291,0.0421,0.0,-0.023666,0.4581,0,0,0
S3_00409,Control_LT,0.4305,0.018,0.0418,0.1214,0.0103,0.0,-0.033111,0.3008,0,0,0
S3_00410,High_E_LT,0.6883,0.2263,0.0137,0.0567,0.0534,0.0,-0.010323,0.3576,1,0,0
S3_00411,High_E_LT,0.8778,0.4474,0.1267,0.0351,0.0305,0.0,-0.001508,0.2343,0,1,0
S3_00412,High_E_LT,0.9313,0.6425,0.6251,0.0444,0.0592,0.1,0.019527,0.3043,1,1,0
S3_00413,High_E_LT,0.7767,0.267,0.0966,0.0445,0.053,0.0,-0.020941,0.3848,0,1,0
S3_00414,High_E_LT,0.7433,0.759,0.7739,0.0248,0.0497,0.1,0.006317,0.4136,1,1,0
S3_00415,High_E_LT,0.6572,0.2384,0.0813,0.0384,0.0556,0.0,-0.01382,0.3138,0,1,0
S3_00416,High_E_LT,0.7488,0.7008,0.6883,0.0361,0.054,0.1,0.003986,0.3811,0,1,0
S3_00417,High_E_LT,0.7724,0.3147,0.0771,0.0359,0.0437,0.0,-0.009747,0.2608,0,0,0
S3_00418,High_E_LT,0.7901,0.7095,0.7673,0.0283,0.0312,0.1,0.007777,0.3422,1,1,0
S3_00419,Control_LT,0.5353,0.1128,0.051,0.0783,0.005,0.0,-0.015447,0.3837,0,1,0
S3_00420,High_E_LT,0.7876,0.5989,0.5464,0.0457,0.0248,0.1,0.021774,0.4282,0,1,0
S3_00421,Control_LT,0.7925,0.1068,0.01,0.0724,0.008,0.0,-0.010754,0.4124,1,0,1
S3_00422,Control_LT,0.6315,0.1145,0.01,0.0643,0.0051,0.0,-0.003553,0.2964,0,1,0
S3_00423,High_E_LT,0.6467,0.6663,0.6701,0.0389,0.0605,0.1,0.05738,0.4017,0,0,0
S3_00424,Control_LT,0.4388,0.1116,0.0432,0.1211,0.0052,0.1,0.030719,0.4046,0,0,0
S3_00425,High_E_LT,0.7407,0.2436,0.1017,0.0445,0.0328,0.0,-0.051102,0.295,1,1,0
S3_00426,High_E_LT,0.5859,0.6892,0.7283,0.0339,0.0333,0.1,0.025071,0.3605,0,0,0
S3_00427,High_E_LT,0.882,0.6769,0.6253,0.0382,0.044,0.1,0.005801,0.314,1,1,0
S3_00428,High_E_LT,0.7465,0.6584,0.6604,0.0376,0.0322,0.1,0.017319,0.4229,1,1,0
S3_00429,High_E_LT,0.8361,0.7001,0.7025,0.0334,0.0424,0.1,0.016208,0.3326,1,1,0
S3_00430,Control_LT,0.3958,0.4317,0.5068,0.0682,0.0108,0.1,0.003878,0.3022,1,1,1
S3_00431,Control_LT,0.3966,0.1003,0.01,0.0652,0.0,0.0,-0.010583,0.2908,0,0,0
S3_00432,High_E_LT,0.729,0.6622,0.6111,0.0374,0.0542,0.1,0.032502,0.3755,1,1,0
S3_00433,Control_LT,0.416,0.0182,0.1023,0.1049,0.0062,0.0,-0.009862,0.4234,0,0,0
S3_00434,High_E_LT,0.6306,0.7137,0.7804,0.0232,0.0353,0.1,0.001757,0.1599,1,1,0
S3_00435,High_E_LT,0.9352,0.4162,0.15,0.0365,0.0336,0.0,-0.014534,0.2976,0,0,1
S3_00436,High_E_LT,0.7871,0.2383,0.0949,0.0458,0.0288,0.0,-0.026561,0.3467,1,1,0
S3_00437,High_E_LT,0.6442,0.4219,0.1617,0.0202,0.0352,0.0,-0.00364,0.3758,0,0,0
S3_00438,High_E_LT,0.7889,0.6394,0.6086,0.0422,0.0508,0.1,0.005254,0.401,1,1,0
S3_00439,High_E_LT,0.7671,0.2822,0.0842,0.0366,0.0368,0.0,-0.010135,0.3072,1,0,0
S3_00440,High_E_LT,0.6908,0.3662,0.1735,0.0334,0.0419,0.0,-0.002031,0.5193,1,0,1
S3_00441,High_E_LT,0.8304,0.6788,0.6598,0.0452,0.0327,0.1,0.01863,0.2655,1,1,0
S3_00442,Control_LT,0.6325,0.0862,0.0269,0.0908,0.0029,0.0,-0.034616,0.3849,0,0,1
S3_00443,Control_LT,0.6477,0.3729,0.4384,0.0655,0.0051,0.1,0.005484,0.4035,0,0,0
S3_00444,Control_LT,0.443,0.0219,0.0973,0.0827,0.0,0.0,-0.026156,0.3807,0,0,0
S3_00445,High_E_LT,0.6387,0.3685,0.141,0.0328,0.0582,0.0,-0.001276,0.4076,1,0,0
S3_00446,High_E_LT,0.7678,0.8356,0.7892,0.0214,0.0392,0.1,0.015745,0.4111,1,0,0
S3_00447,High_E_LT,0.7735,0.728,0.7345,0.0317,0.0445,0.1,0.018785,0.1587,1,1,0
S3_00448,High_E_LT,0.704,0.6994,0.6903,0.0362,0.0293,0.1,0.013159,0.4486,1,1,0
S3_00449,Control_LT,0.6107,0.2287,0.1465,0.1017,0.0075,0.1,0.014755,0.3838,0,0,0
S3_00450,High_E_LT,0.8028,0.2684,0.0582,0.0402,0.0245,0.0,-0.009448,0.3454,0,0,0
S3_00451,Control_LT,0.6123,0.122,0.0259,0.0682,0.003,0.0,-0.030122,0.4326,0,0,0
S3_00452,High_E_LT,0.9019,0.2748,0.1312,0.0469,0.0358,0.0,-0.037752,0.4531,0,0,0
S3_00453,Control_LT,0.85,0.382,0.2993,0.0835,0.0076,0.1,0.014364,0.4313,0,0,0
S3_00454,High_E_LT,0.7555,0.3292,0.0991,0.033,0.0377,0.0,-0.030223,0.3738,0,1,0
S3_00455,High_E_LT,0.534,0.6813,0.7002,0.0311,0.015,0.1,0.033499,0.386,1,1,0
S3_00456,Control_LT,0.7175,0.5019,0.5105,0.0791,0.0063,0.1,0.021986,0.2983,1,1,0
S3_00457,High_E_LT,0.7944,0.6282,0.5689,0.0495,0.0385,0.1,0.02352,0.2817,1,1,0
S3_00458,High_E_LT,0.7081,0.3958,0.2413,0.0241,0.0394,0.0,-0.010768,0.3705,0,0,0
S3_00459,High_E_LT,0.7357,0.6343,0.6315,0.0375,0.0531,0.1,0.004588,0.4476,1,1,0
S3_00460,High_E_LT,0.8833,0.7191,0.7649,0.0247,0.0468,0.1,0.013697,0.4676,1,0,0
S3_00461,Control_LT,0.5769,0.0804,0.01,0.0933,0.0025,0.0,-0.013772,0.3293,0,0,1
S3_00462,High_E_LT,0.7509,0.1388,0.0787,0.0636,0.0383,0.0,-0.028278,0.3511,1,1,0
S3_00463,Control_LT,0.4511,0.3263,0.2323,0.092,0.0061,0.1,0.029672,0.3714,0,0,0
S3_00464,High_E_LT,0.733,0.7028,0.6899,0.0326,0.0321,0.1,0.01921,0.3567,1,1,0
S3_00465,High_E_LT,0.9082,0.4489,0.2608,0.03,0.0458,0.0,-0.03498,0.2705,1,0,0
S3_00466,High_E_LT,0.8143,0.3713,0.1515,0.0297,0.0365,0.0,-0.019674,0.3226,0,0,0
S3_00467,High_E_LT,0.649,0.6941,0.718,0.0363,0.0366,0.1,0.049677,0.1965,1,1,0
S3_00468,Control_LT,0.4125,0.1825,0.0209,0.0471,0.0067,0.0,-0.003217,0.4179,0,0,0
S3_00469,Control_LT,0.4463,0.0519,0.037,0.1075,0.0061,0.0,-0.032271,0.4154,0,0,1
S3_00470,High_E_LT,0.6632,0.8264,0.7525,0.0252,0.0369,0.1,0.02023,0.2525,1,1,0
S3_00471,High_E_LT,0.5572,0.5521,0.5873,0.0427,0.0325,0.1,0.046832,0.4788,1,0,0
S3_00472,High_E_LT,0.9203,0.4016,0.1274,0.0372,0.0451,0.0,-0.021449,0.3607,1,0,0
S3_00473,High_E_LT,0.6198,0.324,0.2433,0.0497,0.0454,0.03698,-0.000161,0.4099,0,1,0
S3_00474,Control_LT,0.7592,0.4453,0.5042,0.0818,0.0019,0.1,0.014508,0.3131,1,1,0
S3_00475,High_E_LT,0.725,0.8117,0.7464,0.026,0.0467,0.1,0.003717,0.1986,1,1,0
S3_00476,High_E_LT,0.7208,0.6296,0.6761,0.0453,0.0276,0.1,0.033645,0.2355,1,1,0
S3_00477,Control_LT,0.547,0.0763,0.0362,0.0827,0.001,0.0,-0.004541,0.3657,0,0,0
S3_00478,Control_LT,0.6183,0.0618,0.0106,0.0779,0.0056,0.0,-0.041998,0.4111,0,0,0
S3_00479,High_E_LT,0.9706,0.5662,0.2587,0.0209,0.0403,0.0,-0.002285,0.2349,0,1,0
S3_00480,Control_LT,0.5086,0.4792,0.4588,0.047,0.0112,0.1,0.023925,0.5164,1,1,0
S3_00481,High_E_LT,0.8716,0.3965,0.1774,0.0268,0.0542,0.0,-0.061067,0.3319,0,0,0
S3_00482,High_E_LT,0.8529,0.347,0.141,0.0367,0.0499,0.0,-0.020282,0.4257,1,0,0
S3_00483,High_E_LT,0.7814,0.7069,0.6445,0.0377,0.0482,0.1,0.022663,0.3146,1,1,0
